x1,x2,y
-2.6061671010,-2.5211158855,2.3470923679
-2.1780626819,-1.3839064550,1.7205438815
1.6642437020,-1.6228439472,-1.4718774504
-0.4692385112,-0.2511807902,-0.3606576862
-1.1418840472,-1.9379345840,1.0106338007
-1.3918152757,2.1141262873,1.3379639134
2.9644336483,-0.7759545278,1.4631293472
-0.2294945474,-0.9900686780,-0.2290264207
-0.8073677700,1.1230409668,-0.8051382564
1.4119578842,-1.0977744641,1.0605797667
-2.1298794846,1.2451560157,-0.4431822605
-0.3636540158,2.4977716535,-0.3481897183
-0.5439953453,-2.8337099581,0.5439843680
1.3568318390,2.9146913417,1.3292942427
-0.2018290388,2.7158963329,-0.2013271196
-2.0244617498,-1.7228418717,0.0600352599
-0.9509277493,-0.5643237837,-0.0605149044
2.3967491302,2.8350586197,1.1318284574
0.0612733775,1.1804656641,0.0606759896
0.7657138476,2.1631965263,-0.6884898715
-2.3533108303,0.3700489728,2.0187170952
1.8499764410,1.6453627018,-1.2848623668
1.6047717170,2.8872002087,0.7248777006
-2.8301771048,-2.3634135750,2.1480503825
-2.0800246197,0.4852908829,0.9637682658
-0.4149763031,-2.6152235405,-0.3153866716
-1.3249012614,-0.6554384739,1.0095119898
0.0352273153,1.5344333527,0.0246414997
-0.0658577831,1.9543655420,0.0434911533
0.2428088426,-0.8569007896,0.2354422709
1.8358648853,-1.8817287199,-0.8054905611
2.3357341907,1.0404822449,-1.8433859570
2.7202635121,-1.7409420252,2.7153366671
-1.6035257756,-0.2606473336,-0.9680622634
-2.1074651281,-2.7616403110,-2.0635635051
-0.8885513331,1.5064406218,0.5990213704
2.3339102033,-1.6000141835,1.0834317222
2.6658221475,-2.5245705286,2.3761421420
-2.5302510338,1.2322835261,-1.0621882394
-2.5931829272,2.8238843637,0.4589585703
-1.3547411383,-2.2276571121,1.3138721179
1.6107267892,-0.4652948308,1.3793512686
2.4004523138,-0.0452487564,2.1115201731
-2.9520982317,-2.0199412608,0.3616524643
-2.4036869005,-1.9119030388,2.3684558533
-1.3765909827,-2.5477293971,-0.4175952112
2.2735524068,1.0397568351,1.3496730862
-0.3361360115,2.3922798918,-0.1813025814
0.6700064780,1.0903306885,-0.3812271811
1.2758733702,-0.3632160695,-0.8243686674
-1.2410145609,2.3205514733,-1.1589160695
-0.7854819160,-0.3792347088,-0.0239158469
-1.3423592909,0.3218675691,0.8918452608
0.2288577907,-0.4095972874,0.1459461685
-0.8803287198,0.2504584672,-0.8795720099
-0.7076523488,1.6745939352,-0.7070283412
-2.0795267395,1.3227707207,-1.7629310837
-1.7479919365,2.5921488013,0.7209218450
-0.6900497246,-1.0573191080,0.2709887343
2.4058579733,-2.7157434421,1.5803311430
2.8658095392,2.5721219044,2.0151794988
0.9877719015,0.4176049156,-0.4792300611
0.1461170884,-2.4995013931,0.0258463962
-2.4553072124,1.1438707144,2.3206530695
2.7478060644,0.0614956423,0.3014847910
-2.9938893063,1.9730515677,1.9766339136
1.9831625530,-0.9809286591,1.0351300927
1.0789117883,-2.1504981050,-0.5705278296
-2.0205721316,1.2685952246,2.0199432379
0.0595634203,0.5335536181,0.0187455635
0.1422350951,2.6428057383,0.1117293146
1.7321530779,2.3947402457,-1.6020894613
-1.2503185157,2.8776637140,1.1736693131
1.9126665643,-2.4026026823,-1.9096610766
-2.4773583654,-1.8508737730,-2.2855154878
-0.9817521587,-1.6833735887,0.0923941525
-2.6889591281,-0.3299212229,0.4210423249
-1.4249288400,-0.2239803881,-1.4218299433
1.7009248505,-1.0693639675,-1.6561866485
-2.7581820692,2.0072278397,2.7581329865
-0.0580889603,-1.5351068492,-0.0396507521
2.5695438843,1.4111703152,-2.2877531904
-0.4697762145,-0.9172575921,-0.0437825772
-2.5736892674,-1.2860861749,2.4189393188
1.2949765864,-2.5461907517,-1.2335598133
-0.7411323032,0.5494292579,0.3478421827
1.4397391431,1.4569350638,-1.0910948572
-1.2443527370,-1.0245456295,0.9147689551
-2.0559095984,1.3757270470,-0.3639628620
-1.4071826201,-0.1174599528,-1.1574697646
2.3983550426,-2.9614262254,-0.7491327274
2.1401607639,1.4390930328,-1.4587850636
0.8709142874,-0.5575365466,0.8701541931
0.7441105691,2.6915813204,0.1589320219
-2.4283032408,-2.5933683301,-0.6741555807
-0.9570177878,-2.3816606608,-0.7356712840
2.5065398051,1.7242692848,0.4312819962
-2.0494901598,-0.7582385103,2.0207986220
-0.5076522497,2.7265374494,0.2808906915
-1.0246814813,-0.1187488743,0.9080570557
0.1737730534,1.6908196417,-0.0033447767
2.2082678853,1.0246470338,-0.9627277437
-0.8200246901,-1.6257239817,-0.0470391311
-0.6115467292,0.4550263867,0.4409701099
1.6015326730,2.7569820822,1.5463395299
2.2404141549,1.7266550436,0.5133413107
2.4039585445,1.1763020071,1.1869761896
2.6729413689,0.0812908245,1.9246381723
-2.4535458396,1.3771313611,1.6480272299
2.6908672477,-2.8137583728,-2.6293213174
0.7325567708,-1.1713889575,0.3221686247
-0.5749051742,2.5085929547,0.0992012070
-0.9936628800,0.7548778024,0.8460426548
-0.4596075076,2.5609927764,-0.3145295388
-0.7879430421,-2.4037225489,0.4317761533
-0.4860076316,-0.5692856259,-0.2137882243
2.3122729321,-1.0115138775,-2.0416616306
-1.2359733367,-0.5578111143,-0.1485858324
1.1460584302,-0.4661205059,0.8103847165
0.1323185326,1.2613056676,0.1298062325
-2.8392117793,-2.2010445989,1.6791946967
1.3506928568,2.4430528183,-1.0750406002
2.2021629692,1.2432164976,-0.4906248227
2.8911279579,2.1174330326,0.3034049459
1.1625159835,0.8407301771,1.1584078247
2.1187897587,2.2809369900,-0.3586883778
-1.3557721053,2.1241148115,1.0636080443
0.5292408160,-2.9988817213,-0.3692280783
-1.8174034949,1.6775889803,1.7443701052
-0.9468570172,2.0583657604,-0.5623257250
0.6160351374,2.9199296217,-0.1496555181
1.5831253949,-2.4417334335,-0.6033560498
2.0267273432,0.9834729353,-1.8910028357
-1.6792634710,0.1008264770,-0.1089242199
-2.0378892597,-0.7617235408,1.9460541350
1.4687308742,-0.2798016191,0.4914028701
0.9687487061,2.3960708633,0.5325713860
1.2091505335,-2.4476598007,1.1871306761
-0.5251592428,-1.1032029977,0.3887294909
-0.1292880227,2.3810870366,0.0558228883
-0.9425981118,1.4485787046,0.9425270182
-0.1903400219,2.0263116829,0.1846948274
-1.5857976868,0.1407336951,-0.0548699816
0.7908704512,-0.7398016435,0.3922001648
0.3810159041,-1.2195681801,0.0766350568
2.9245546207,1.1235641709,-2.6950627042
0.7767603181,2.6072851465,0.2035390319
-0.3559620001,2.8876161084,0.0639512459
-2.4599162211,2.9292691645,0.0554476995
1.3181525196,0.4796392859,-1.2484922297
-0.8610807723,-1.7814798733,0.7906380110
2.8953472495,-1.5886699628,-2.8930809406
2.2806461037,-2.6577154233,1.3127491274
1.8075858854,2.2175069611,-0.1950329722
-1.5305254410,2.8617190579,-0.3019541705
-0.7690134342,-2.0498646557,0.4900888774
-0.4830590603,2.8339538428,0.3900916985
-2.3190526267,1.1578337364,2.2954616394
-2.1834478100,1.1117829141,2.1327949663
-2.0746803941,2.6624989366,0.2763421626
2.4822669043,2.9064804386,2.0177851555
2.2704933243,-0.6844806605,2.2323184779
-0.2051839719,-1.1166595682,-0.2042167185
-0.0470039393,-1.5725967155,-0.0283126977
2.7603524982,-0.4928777644,2.3807687224
-0.9838738277,2.6116507935,0.7008574985
-0.9148146220,-0.4710086559,-0.6775781129
0.7675704361,1.3833393061,0.7666600132
-0.4459930182,-1.6664527453,0.4453483594
0.7313646310,-1.9791864113,0.1155498293
0.7132970910,0.8553910315,-0.3189428708
0.8333701578,-0.8881046147,0.8273577567
-0.6220751094,-1.4099072743,0.2568188338
1.7362050796,1.2974352063,0.6944430750
1.1486254202,2.8278896333,0.8246015773
2.3209093856,-0.4250367753,-1.3856360615
1.5474290535,0.8643017023,-0.6596109301
0.2221821007,-2.1597585043,-0.2004657601
-0.0381081528,-1.6982582248,-0.0091690205
1.8507490182,1.4357739785,-1.8188780366
-1.9254522268,-2.4580288811,1.4676090143
-2.3484816546,1.7015218759,-2.3426268421
2.6490962944,-1.2616383030,1.2415600798
-2.3445300913,1.2463205283,0.0636213693
0.1355801467,0.6340228038,0.0749582056
0.0109285378,1.8584450367,-0.0033694155
0.5093818233,1.8132770869,-0.1986033284
0.9465564563,1.1097190744,-0.6564736700
1.4194837919,0.4691255082,1.4176431320
-0.8414339804,-0.6224209575,-0.7793767451
-2.8660435784,-2.7769307461,-2.7223372929
-0.2110763859,1.8118393125,0.1168554967
1.2433584777,-0.6906629692,-0.2815871810
-0.1228219500,2.0286852894,0.1108089252
1.7261572371,0.6613331091,-1.5975738025
2.0943784503,2.8752459764,2.0039230993
0.7377981717,2.8192898922,0.5421914090
-2.5319456592,1.6551346539,1.9409632751
-2.4233711717,-1.6698520927,2.3452347991
-0.9649794631,-2.2997952682,-0.8630618473
1.2957769570,-0.9033873247,-1.2268105689
-1.9882012612,-1.7115444629,1.9859751231
-2.8513962587,2.7632112280,-2.3606631292
2.7070925572,-1.4733531135,0.1516445788
1.1956414098,-2.7214118437,0.3413031894
-0.9025712362,1.0575973008,-0.1437225599
-1.6339398244,-0.9651065163,-0.9827265177
-2.2131816479,-2.0921001465,-0.1072132782
-2.9627389372,-0.9682146018,-2.0218259371
-0.4455658885,-0.4644014966,-0.3599869558
-1.2905009855,0.1903895000,1.0733457158
-2.8477309110,-0.5653533882,0.7487904840
0.6773905238,1.5844543590,0.4933675035
2.9563632045,-0.3637504491,-1.2363057897
2.6411316424,2.4982319664,1.4884661755
-2.1648549361,0.0050598759,-0.5521375506
-1.6543158043,1.7584650755,1.3515094307
1.4110083558,2.8407393510,0.4103551906
-2.6439946716,-0.4017915158,-2.1559996558
-0.8128092249,0.9340686273,-0.7563522460
0.1849268328,0.4211289264,0.0917787505
-2.1477452467,2.6467802264,-0.5801808599
-1.0501096080,-0.6407093698,0.9490858712
-1.6284183670,-1.1798318817,-0.5810602148
-0.7275312116,-1.4363726608,-0.6392350076
-0.2790087295,1.9985378374,0.2785029230
2.0619967997,0.6739032156,-1.7459929925
0.3162569133,0.6136960532,0.3103248955
0.0254325416,-2.5739876547,0.0086895848
-2.3880241381,-0.1279968780,-1.1329332070
-2.5569489514,-2.2216974142,-2.3838987244
0.7546336185,2.6735036672,0.2056230053
-2.7914221315,0.6138902637,-0.6705213951
-0.2850631459,-2.7629490060,-0.2364708541
1.6822322702,1.2280837871,-1.6810250997
2.6060286115,0.9836427194,-0.6033332842
1.2930266122,-0.8393688196,-1.2794651996
0.4745911134,0.7228387813,0.1701714433
-2.3009667942,-1.8047032587,0.7830105876
-1.5834836515,0.6592814484,-0.5816298954
0.2573081909,-1.0635248491,0.2509729714
1.7387366607,1.1508831108,0.2437601098
-2.1641072144,1.7388138116,0.8594737681
-1.1426806618,-0.2032788796,-0.5797742986
-1.9095076561,-0.5803184673,1.4959437139
-1.6223078496,1.4002141971,0.0082631936
0.5294786928,2.2886835705,0.5201920013
-2.0516388438,0.4481488970,2.0372644744
-0.1675486493,-0.1430377897,-0.0497037034
1.5326752145,-0.5119243054,-1.5047874150
1.1716273316,-1.3277310063,0.2533823212
-2.2375442820,1.7571472629,-0.5610848946
0.1551385016,-1.5134628030,0.0889174670
-0.2892347404,0.7958789546,-0.2877664143
-1.5183878979,-1.9162458168,-1.5179694170
2.9434242311,-1.8933855346,2.2757517433
-0.9944093108,-0.6099218964,0.7376361989
2.1669577261,-1.3305972183,-2.1657878635
-1.6702907166,-2.2399025238,-1.6661004179
1.5635681211,0.3910977080,-0.7935784790
-2.4343272704,-0.2703092043,-0.8523101916
2.9306702870,2.5384316020,-2.7579174675
0.3743031554,-1.5888994787,-0.2643119037
0.5338746419,0.0762257844,0.1503902068
2.8198806801,-2.9097572409,0.0545990616
-1.1319210224,-0.5811115546,-0.6238867921
1.3818567293,1.4951553084,0.8476532990
1.4051734640,0.4133209086,1.2301840846
0.3100937071,-1.2584781027,0.1741296813
2.2131890336,-0.4387412623,-1.9632256459
-0.8547785455,1.7707518905,0.7271297208
1.3484555277,-1.0886907935,0.6688675747
-2.8578720814,-2.9497013569,-1.9082131982
2.1049554551,-2.0937205217,-2.1049480873
0.6146735333,0.5443899116,-0.4938359492
-1.6478782576,-0.3264900485,-1.3978463476
-0.4858617614,0.0162476200,-0.3419424735
2.1421328427,2.4958297414,2.0585790362
-2.4805797176,-0.4255038070,2.2306507736
-1.2327784092,1.7270944362,0.7648370426
-0.9249126158,-0.0893664117,-0.7022388364
1.2394603510,0.8113156276,-0.3815170871
1.4606156383,-0.4144789947,0.6814361370
0.2479390222,-1.3671355800,0.1515834035
1.6625705034,2.1977402930,1.4467152316
-1.1872230533,-0.0134551187,-1.1861760705
-2.3723673024,-2.3296395612,2.1388362705
-2.1322275370,0.7794321330,-1.8521191032
1.7175842417,-2.2248571584,0.1827027229
2.9846153954,-0.8768011945,2.8398988694
2.3600678657,2.9976517436,2.2665382384
2.0463566081,-0.7178787145,-2.0459309298
-2.8550193771,0.0478300114,0.4767282730
-0.0723400420,-2.9788899533,-0.0345966772
2.2119143696,-2.1228955709,-0.0558720497
0.7620322584,-1.4249107053,0.7619262602
-0.5142445184,-0.1806771437,-0.2303572444
0.5259820812,0.1171161121,0.1859321686
-0.8133643730,-2.7572260765,-0.8107143628
-2.2403724499,0.7439458519,-1.0358688977
0.6361066196,1.0096333002,-0.5968210734
-2.5177378393,-1.5012198662,-0.8152512324
-1.5907778175,1.8877868907,0.8918373690
1.5588092880,1.5098490834,1.5466412370
2.8314170261,2.4951077624,-2.8314156427
0.8644495119,0.0530636740,0.8032840990
1.9059242298,0.2979755702,-1.8285348539
1.6057124743,-1.9189741431,-1.4914404508
0.0780338767,-0.0983663757,0.0055021878
-0.0920962034,0.1170198000,-0.0090577986
0.6839419138,0.6325087665,-0.6387779903
2.7155138143,-1.6827097169,2.5039418349
-2.1364951129,1.3765214053,0.8653903398
-1.5391194064,-1.3169826671,-0.4409811498
-1.9233953311,-0.1348331407,1.2190178114
-0.5430509394,2.8510032479,0.5412400561
1.0511051589,0.5092357126,-1.0003699877
0.4640568393,-1.2899795686,-0.2903290733
2.3231083153,-2.3018651937,0.9543821492
1.4133289467,-2.2559219783,-0.0968362397
-0.0096580820,-1.7016135372,-0.0023442333
0.3229367209,-1.8224399720,-0.3035545401
0.0172135963,-2.8133456619,0.0171784701
-1.5193877727,1.4123694526,0.0798248669
0.1181377269,-0.0291883507,0.0165341080
0.8189315609,0.1515289308,0.3534501163
-1.4215981905,2.3398276799,-0.7448277348
-1.1210296129,-2.8906150579,-0.9825156908
-1.8629848875,-0.5455727661,0.8057303471
-2.9414361594,0.2742258641,2.8817062510
2.7196569061,0.3582270299,-2.6238379901
-1.7575968698,-2.6149444008,-0.0532293666
0.2434245038,1.1126919233,0.2352528931
0.8493552170,0.4049062928,0.7549406083
-0.7925899499,-0.6698375645,-0.3429535484
2.1743787128,-2.7099650357,-2.0390002332
-1.2070410014,-1.2765278055,0.5691717948
2.8882778988,0.0106335876,2.8469353940
-1.9127046403,2.0877443620,0.1954473687
-0.7575209771,-0.6897527480,0.0522623553
-0.9770603434,-2.0984666537,-0.9600020346
-0.3202377902,0.2952708952,-0.2872210322
-0.2829801246,-0.7121223129,-0.2732569893
-1.6218340355,2.1522166559,0.7495528944
2.1781909627,0.3763082073,-0.9726145306
1.2609941605,2.4658792426,0.0120113021
-2.0372501655,-2.2358874090,-1.1850647991
-1.8099504492,0.5482243518,-1.8051255723
-2.5599432750,1.4029722955,2.5575972779
-2.7005832768,-2.8460851118,1.6337288370
2.7977741827,-0.8803545102,-1.3673025594
0.3563217279,-0.1024858982,0.3413777077
0.8832244022,2.6530294706,0.6742442787
0.3426539832,-1.0640532569,0.2540693222
-2.7570934076,0.8691642678,-2.7032615786
-0.4768882607,2.7322206936,0.1475102643
0.5112227378,0.8042253160,-0.0605258221
0.8483249863,0.2579646899,0.7044906982
-0.6719810834,-0.2339119962,0.6652091376
1.0972135984,-1.5669521735,1.0280532215
-1.9047578966,2.3955630752,1.7604564427
1.0968705783,2.2277968869,-1.0528002544
-0.7960972416,0.4552018903,-0.2059930271
0.6258155743,2.3677151245,-0.0610750286
2.2645936273,-1.4383803214,0.1228938896
2.8113741102,-0.7666135352,-2.4875813933
0.6580170881,2.9593896577,0.3278012089
-0.5569277485,0.8512578335,0.3522377357
2.9298300326,0.7757559640,-2.9265891858
0.9457134428,1.7289642275,-0.5596916066
1.7274617458,2.6880931456,-1.0205512596
0.8934784445,-1.4936189806,-0.6341549778
-2.6329190996,-2.5216912687,-0.7360518130
2.7738061067,1.9398409652,-2.3011989982
0.5602593859,2.3998289178,0.2816298239
2.2207948852,-0.8425425935,-0.5199150135
1.8567118230,-1.8056805046,0.0652651578
2.9030284520,-1.1032846824,-1.8026885103
-1.3224561864,-1.9061038204,-1.0099494984
0.3320678394,2.4080293526,0.1924320996
0.3256446821,-2.7660956973,0.2130179286
-2.6799618498,0.1096660120,-1.0992614112
2.3396635080,0.5000869964,-2.3394816334
1.4785612672,2.0204126532,1.0716777215
-2.2108091406,-0.4262769520,2.0661176152
-2.9771120873,-0.4869919698,-2.3404125338
2.1507364702,1.7248086277,-1.8480668125
-0.9930046639,1.2772982192,0.8731049229
1.2752347430,-0.0514356521,-0.6740548654
-2.3767776557,2.5570493874,-0.4660619510
0.4354824181,-1.9295415695,-0.2682401855
1.0434894521,1.6262874714,0.8590705483
-2.3313000547,-0.4500622345,2.1232158794
2.6979229789,0.5243082365,-1.9468986406
1.7089611520,-2.0912966209,1.4178729856
-1.3974654094,2.7787841768,-1.1934143370
-2.5152799627,2.3646160629,0.6400553217
-2.6186441711,0.5665400083,0.5742709770
-2.9172060182,2.4139960639,-0.5162390865
0.2082388785,0.2240273955,0.0968657298
-0.6689674631,1.1836750174,0.2647682697
1.0028395420,0.6100746835,-0.8461741924
-0.2308905533,-1.8629598812,0.1752993597
0.4770705586,2.6342812887,0.0991593173
-1.2055659031,-0.2371417368,-1.0839910218
-2.6546093546,-2.4881869552,-2.5293358993
-1.8033326365,0.7809839394,-1.7848489305
-1.3652981151,2.6988976159,-0.9714728951
-0.5027909822,0.7453198662,-0.0291973467
0.3930361031,-0.0179033925,0.3929062917
-0.6018875672,-0.3231495503,0.3326225402
2.9761007007,-2.4475439838,0.9204765441
2.7968774128,-1.4794296869,-2.6691900832
1.7882897368,-1.6143915388,-0.0510356521
-0.6513679515,1.2751485728,0.2622549884
2.5469752567,-0.3821753739,2.0814206200
0.6578706526,-0.9152696713,-0.5914395503
-1.7433079155,2.6420749431,0.5604962610
2.6342912537,2.8562096212,2.1979590772
2.8693314770,2.4175710496,0.6000675772
0.3642123045,-1.1448475993,0.1760207215
-0.6505295335,-1.2442271736,0.3137041966
-1.0942385748,1.5981272471,-1.0118945466
2.6386753422,0.4198099638,1.6740685639
1.2795180874,-1.3555186816,-0.7645940419
2.3701311058,0.1835350277,-0.7898898750
0.9735030802,2.1841041658,0.9675950881
-1.1025957494,-1.8713708308,-0.0537419462
0.3428598574,1.9052524843,-0.3413741861
2.1498736455,-2.6990441312,-0.2089191850
1.7556588165,-1.3484570530,1.6522028798
-2.3632986397,-1.2189588440,-1.6771085256
-2.2696647098,-0.7595421189,-2.1966118348
-0.0908687735,2.5372610957,-0.0213419139
2.2493671131,1.5134600872,1.1176455007
-2.4126250735,-0.2983749052,-2.3748626712
-1.0157236010,2.8674378717,0.3102534099
2.4886573428,2.4832132754,-2.1134571912
2.0303070359,1.4957723976,-1.0149718993
1.2645627988,0.1616300474,-0.3849850132
0.4936696816,-0.1184361637,0.3144172541
0.0356169838,-2.0337237057,-0.0301070125
-1.5406253051,-1.5949732059,-1.4039916220
-0.9544126955,-0.1999161343,-0.2598801627
-0.3401777836,2.4988450040,-0.3059343814
-2.0157182687,-0.4033292500,-0.0943588188
-1.4977076263,2.8160185651,1.3026231796
0.0352131370,0.5854379282,0.0122442776
2.7661619275,1.1293048774,1.8814080989
0.0728081380,-0.8101624615,0.0474241997
1.6466489752,-0.5460568411,1.2496473277
1.5417535514,-1.7968154731,1.4751313940
-2.8577719595,-1.1107192090,-2.6846085923
1.3126656725,2.9604681865,0.9969680356
-1.7727298694,1.8803606134,0.6967756084
0.6143320538,-0.1654530250,-0.3765703467
2.4932138425,0.2968064402,-1.3717717369
0.3216664705,-2.7722764045,0.2083449791
0.7413642261,1.6578006518,0.6855448602
0.5005723752,1.8388153653,-0.1931861839
0.5320967441,1.2073238911,-0.4850917932
-1.3088911450,-2.0878703936,-0.6274991866
0.3909364206,1.3967682276,-0.1295174663
0.2889772895,-1.9344052751,-0.2863329281
1.8407794745,-1.9438237058,-0.0661994940
-0.5095845475,2.1664064471,-0.4306889915
-1.7773938837,-1.1797500803,-1.7773822222
2.7376902695,-0.0184225726,-1.1868654665
-1.4211566086,-2.9671071296,0.9437502650
0.0432084369,2.2068617495,-0.0425370144
-1.4659484483,0.6358662814,-0.1416445358
-2.7147125110,-2.9812823734,-2.1320237833
0.3290435435,-2.3365063593,0.0842005273
2.8639305241,0.8682475358,2.5437598263
-0.0460212141,-0.3694394429,-0.0072259115
-2.4023761816,1.3233530438,-0.5357136602
2.7991215555,0.3433116129,0.1989578221
0.4005350611,-1.7996677490,-0.3971189449
-1.7902403725,-2.8814437067,-0.8399746147
1.2526952690,1.6999126129,-0.3309914554
0.6322440501,-2.4695965603,-0.3933351303
-2.4453030753,-0.9742096915,2.1258361641
1.0318441619,1.8665667878,1.0318251427
0.8887804654,-2.4860592330,0.8873182744
-0.5044851510,-2.3206252383,-0.5030145944
-0.6911042258,2.3904347771,0.6047881702
1.9700023258,0.7918575745,1.9428496296
-1.7350848420,-2.3878965466,1.6464182113
2.0935223319,0.0150546601,-0.3205357828
-2.5057951493,2.2691627210,2.3128878441
0.2615770031,2.6173253627,0.2483504137
-2.7763688981,-1.5965539770,2.4634125088
-1.0060934153,-2.3001382469,-0.2925958805
-1.9215511567,0.3020762069,1.2146318897
-1.1105157749,-0.2022478151,0.2130162188
-2.2856993673,2.8039822747,0.9242311692
0.1032583305,-1.0235204558,0.0944275120
0.0416397850,1.0648425630,0.0380281599
-0.3639888904,0.2198038089,-0.3569056215
0.0487142004,0.9654933178,0.0397916060
-1.3103824106,1.6044768850,-1.0230364852
-0.3744946116,2.1195197710,0.1418099593
-0.8372000234,-1.8051013386,0.6248947993
-1.3580203631,-2.4983568847,0.5891765678
0.9100470959,-1.5596496577,-0.8743007430
-0.6026295019,-1.2341630968,0.5446143080
-1.4452102051,2.5264868785,-1.2198927493
2.8647466696,1.5567834347,0.9328859407
2.5034149397,-1.6515649604,1.3612662014
-2.9462892499,-1.0040702195,0.4409692084
-1.8889315841,-2.0606024587,-1.4959401080
2.9198942636,-1.9016512947,2.3043862681
-0.8369700934,-2.7915084410,-0.6609217408
1.2016022407,-0.0732222136,1.1455389957
-2.2431387654,-1.3869428790,-2.0625156022
-2.6708529551,2.8602455099,2.2117832041
-1.1625694100,-2.6225127785,-1.1621424515
2.2284132742,0.2803589652,-1.1238907185
0.4218386037,-0.6990161839,0.3233710685
0.9610453687,-1.1787895761,-0.8960271506
0.5533267994,-1.5100898379,-0.4472050247
-0.4495168236,-1.5664404407,0.4368456350
2.5287982912,-0.0780346310,2.2788586835
